id,tweet,class
1510,usairway left someth recent flight today contact retriev pleas thank,neutral
1511,virginamerica wish flew atlanta soon,neutral
1512,unit well play,positive
1513,usairway post travel alert websit travel bdl sunday morn,neutral
1514,unit kudo capt herman relay chief pilot email someon,positive
1515,unit record rozana newark love help choosekind,positive
1516,americanair usairway help find baggag repli asap direct detail,negative
1517,virginamerica jfk dirti plane standard,negative
1518,jetblu alittl money book flight way,neutral
1519,jetblu found camera thank rock,positive
1520,unit counter agent rdu deserv medal thankyou,positive
1521,southwestair got back min ago went hrs appreci support voucher essenti,positive
1522,usairway long repli,negative
1523,shannonwoodward want keep updat wear amp amp win nice like,neutral
1524,unit ehsanismpow lmfao,neutral
1525,southwestair thank thank thank last attempt win destinationdragon ticket success could happier,positive
1526,southwestair app error say click click hyperlink,negative
1527,jetblu lol fleet fleek see yall ballin new jet deck,neutral
1528,unit met agent taken care thx repli,positive
1529,usairway plan support applepay board usairway would nice still use forget card,neutral
1530,jetblu idea flight actual take,neutral
1531,usairway respect stress merger one rep reschedul replan ppl alreadi late flight youcandobett,negative
1532,jetblu thank use phone instead comput work thx,positive
1533,unit honor absurd low mistak fare v_a usatoday,neutral
1534,unit well car ride dark palm spring technic mayb get bump class den phl friday,neutral
1535,americanair strand someon citi without luggag would think would want earn busi guess,negative
1536,usairway need contact asap furious,neutral
1537,jetblu offer hot tea coffe gate guy make wonder ever flown airlin,positive
1538,jetblu submit feedback gripeo good way handl baggag custom,negative
1539,jetblu read nytim jetblu fleet fleek,neutral
1540,jetblu one pictur,neutral
1541,unit thank,positive
1542,americanair tri call got high call volum moment messag said goodby hung up_,negative
1543,southwestair ridicul hour hold rebook cancel flightl flight,negative
1544,unit surpris last year noth year happen soft land polici level,neutral
1545,jetblu safeti might prioriti organ clear,negative
1546,jetblu count flight get,positive
1547,americanair flight cancel flightl call said call back hung say wait hrs,negative
1548,jetblu spent three hour talk differ peopl help probabl use jetblu,negative
1549,unit receiv bag appreci take care matter follow,positive
1550,southwestair new day new chanc right thing never late flight honest,neutral
1551,unit wast min fill onlin form tell receiv know happen time,negative
1552,southwestair rock thank repli follow rebook earlier flight,positive
1553,usairway hold min tri chang reserv,negative
1554,jetblu guess call someon,negative
1555,jetblu long someon rememb put plane right realli lame excus geez jetblu much better coffeeneed,negative
1556,alway togeth welcom virginamerica jessicajaym welcom,positive
1557,unit thank leav year old row flight lax iad,positive
1558,jetblu total look par americanair admir club way slide coupl pass,positive
1559,americanair guy rno dfw tomorrow plane come dfw bad weather consid rout connect,neutral
1560,southwestair although wait long due weather schedul phone call super rep solv issu thank,positive
1561,jetblu need cut servic charg give better fli experi use jet blue first place,positive
1562,unit pleas arrang someon arriv gate flight chicago either refund first class upgrad,neutral
1563,southwestair pres ceo gari kelli therofo address bwi base employe cbsbaltimor,neutral
1564,southwestair revenu flight sinc begin,neutral
1565,usairway gate agent said book full sorri ticket class seat call custom servic land,negative
1566,unit arriv yyz take flight taiwan reserv miss ticket number slow agent sukhdeep caus miss flt,negative
1567,unit outsourc ticket gate agent mia ill advis roc servic went downhil keep employe flier first,negative
1568,jetblu fleet fleek yasss jetblu tell,positive
1569,unit flight cancel flight trip refund without difficulti staff extrem help complaint way handl bad weather,positive
1570,jetblu woo updat flight possibl delay hrs power posit think peopl,negative
1571,jetblu thank great servic alreadi lovejetblu,positive
1572,usairway one yuma ticket counter minut peopl line terribl servic,negative
1573,usairway shout red head gate agent flt dca chs tonight get name great,positive
1574,jetblu excel guy best,positive
1575,southwestair kudo crew flight grr make special memori sweet young passeng momma well done,positive
1576,jetblu gern,neutral
1577,unit big thank winston assist phone baggag claim issu today realli went extra mile,positive
1578,southwestair arriv late flight pilot got dia time impress outstand greatservic allgood,positive
1579,virginamerica know suicid second lead caus death among teen,neutral
1580,unit hold time wait resolv issu flight year old son terribleservic noservic,negative
1581,usairway tweet get respons email dmsc usairway com,neutral
1582,jetblu bring dog board,neutral
1583,jetblu cancel flight flight went anoth airlin leav day cancel flight also call jetblu amp got flight more_,negative
1584,unit getmeontop week late flightr still receiv mile mileageplus gift card starbuck card hand,negative
1585,usairway secondari screen piec plane miss anyth want tell,negative
1586,unit thank upgrad class may min flight appreci,positive
1587,unit thx come hell high water,negative
1588,jetblu definit lot announc app great,positive
1589,southwestair thank much appreci kind adjust reserv even snowstorm still prefer southwest,positive
1590,unit appreci sentiment abl get ground still miss connect,positive
1591,jetblu fleet fleek,neutral
1592,unit make sure done thank help huge race tri make sure goe smooth peac,positive
1593,southwestair would great thank send follow,positive
1594,jetblu walk gate ask desk gate,negative
1595,usairway worst ever dca customerservic,negative
1596,americanair bershawnjackson big up newark airport staff amp amp dean also treat love town,positive
1597,southwestair thx smooth land today flymidway applaud abt weather takemeback,positive
1598,americanair airport snow remov method keep good work folk cessna becom,positive
1599,southwestair book flight get reimburs,neutral
1600,usairway stuck charlott treat like nobodi staff,negative
1601,americanair clarkey_ done truck biggi,neutral
1602,americanair found footag happi,positive
1603,usairway hey hve cancel flightl flght amp hold min rebook websit work give insight conf,negative
1604,unit worst experi ever fli,negative
1605,virginamerica mean probabl inappropri board,positive
1606,unit kudo cancel flightl flight dfw morn unit usual first panic,positive
1607,unit pleas send link email formal compliment iren slc best custom servic ever paxex,positive
1608,americanair great thank,positive
1609,unit issu except polici denver weekend,neutral
1610,unit understand tri flight book problem sever time passeng amp got messag mention agent price,neutral
1611,southwestair gate attend mccarran ref vega dalla went beyond long day frustrat welcom,positive
1612,southwestair know crew today flight aus pdx awesom swa,positive
1613,usairway flight full open middl seat want sit polici,neutral
1614,southwestair southwest still best airlin around hate baggag room run check bag headphon,positive
1615,unit direct flight belfast intl newark resum winter break thank,neutral
1616,jetblu flight,neutral
1617,unit stellar custom servic earn busi attent detail,positive
1618,unit hold flight slc den,negative
1619,unit option cos tonight look like make time reserv hotel room,negative
1620,jetblu thank much relax flight,positive
1621,jetblu make two lol blush,positive
1622,southwestair sent,neutral
1623,jetblu thank person custom servic cannedtweet autorespons,positive
1624,unit flight delay minut ord plane didnt food fix futur dumb delay,negative
1625,unit educ staff need also turn away first class cabin passeng mileag plus,negative
1626,jetblu take new orlean two week pictur shiver forevercold,neutral
1627,americanair thank,positive
1628,unit frustrat nervous,negative
