id,tweet,class
1104,american americanair flight columbus ohio dalla texa cancel flight,neutral
1105,american americanair whoooo hooooo cross current pace reach year,positive
1106,unit unit mobil app need construct ground categori expens get right,negative
1107,american americanair thank mari reflight book problem friend cali bound thank sweet angel bless,positive
1108,american americanair sort live chat featur right call would cost alot,neutral
1109,southwest southwestair deal orlando april may,neutral
1110,american americanair yes abl get push notif via app log trip email text,negative
1111,unit unit love part long day attend beyond except today givethoseladiesrais,positive
1112,american americanair thank tell flight got cancel flightl miss luggag thank fam,negative
1113,unit unit flight cmh ord arriv gate next segment yvr alreadi board hold,neutral
1114,unit unit email address reach long,neutral
1115,american americanair everyth good brothaaaaaa,positive
1116,unit unit check see flight atl ord got cancel flight,negative
1117,unit unit horrif flight experi guy made never want fli airplan everi,negative
1118,delta jetblu busi awesom tri get asap deal,positive
1119,american americanair yes soon moment gather thought,neutral
1120,airway usairway thank would better gate agent charlott board flight,positive
1121,unit unit past,neutral
1122,american americanair drop call peopl answer phone alway high call volum call,negative
1123,american americanair weather logist hold minut call get desk agent,negative
1124,southwest southwestair sent look function app though one click action,negative
1125,delta jetblu new ceo seek right balanc pleas passeng wall time colonist,neutral
1126,unit unit know awar premier access line close termin feel love,negative
1127,delta jetblu upcom flight west palm hpn fli,neutral
1128,airway usairway patient annoy book travel onlin make peopl wait phone,negative
1129,american americanair overbook busi class mia uvf correct seat move back economi special day,negative
1130,southwest southwestair delay today cakairport orlando,neutral
1131,delta jetblu ever look intern,neutral
1132,southwest southwestair love luv addit passbook option,positive
1133,airway usairway would happili wait termin near food restroom non irrit passeng,negative
1134,delta jetblu concern cancel flightl flight due cold weather saturday cancel flight degre,neutral
1135,airway usairway question flight took friend stuck needless anoth citi,negative
1136,unit unit thank need follow back tho otherwis,positive
1137,virgin america virginamerica love music blast gate boston wait flight sanfrancisco could get ice coffe,positive
1138,delta jetblu thank much help amaz,positive
1139,airway usairway incorrect four peopl last flight night bag horriblecustomerservic,negative
1140,delta jetblu flew san francisco fort lauderdal last year fantast time would like back,positive
1141,unit unit abl see seat open anoth flight,neutral
1142,airway usairway total offer pay full first class airfar told sold seat gave seat other crap,negative
1143,american americanair thank share photo round applaus crew appreci hard work,positive
1144,virgin america virginamerica amaz staff amp super help ran waltdisneyworld princesshalf spoil comfort,positive
1145,southwest southwestair want one,positive
1146,delta jetblu go give travel agent rate hold iata card,neutral
1147,american americanair thank updat,positive
1148,delta jetblu anyth flyfi,positive
1149,delta jetblu promo watch phone amazon check,neutral
1150,airway usairway thank give away seat anoth fine job,positive
1151,airway usairway thank make miss meet dalla dollar toilet,negative
1152,american like origin tri americanair happi pay differ,neutral
1153,american americanair departur sure cater strike jfk foxnew cnbc bloombergradio,neutral
1154,delta jetblu mind pay snack tix great job guy,positive
1155,unit unit milag number sent mail via follow follow sent,neutral
1156,unit unit terrif mani thank look forward back tomorrow great flight vancouv,positive
1157,southwest southwestair flight bna lga cancel flight morn look like flight bna take chanc,negative
1158,southwest southwestair southwest mobil board pass avail io passbook,neutral
1159,southwest southwestair bump preboard flight fat whatev reason thank,positive
1160,southwest southwestair travel advisori post den make chang ticket anyth need know call,neutral
1161,american americanair follow,neutral
1162,southwest southwestair idea winter advisori post atl tomorrow rather get phl tonight,neutral
1163,southwest southwestair imaginedragon tri okay,neutral
1164,airway usairway sorri philli told,neutral
1165,delta jetblu even though flight much need hot beverag er land super smooth happytweet,positive
1166,airway usairway send luggag house_,negative
1167,southwest southwestair pair ticket imaginedragon show atlanta love destinationdragon,neutral
1168,american americanair yes thank check cramp got amp made safe fli back tomorrow,positive
1169,unit unit joke lot angri peopl iah,negative
1170,american americanair rude gate agent ord lga seem temper made check bag fit insid sizer,negative
1171,southwest southwestair realli crave pretzel pleas send,positive
1172,airway usairway could protect case still ground check luggag still chanc make origin,neutral
1173,delta jetblu flight nassau jfk show cancel flightl yet assum info,neutral
1174,delta jetblu great flight alway thank great crew flight travel jetblu,positive
1175,delta jetblu cinnabon two team serv cinnabon flight bonsintheski,negative
1176,delta jetblu email twitter handl follow gmail,positive
1177,southwest southwestair yes like need luggag tomorrow morn,negative
1178,southwest southwestair thank given repli year ago direct area learn improv,negative
1179,southwest southwestair nice work updat,positive
1180,southwest southwestair fli tomorrow pleas dont cancel flight lol,neutral
1181,unit unit pleas msg custom servic invoic dri clean abl take wet cloth airport,negative
1182,unit unit loung heathrow use airnzusa,neutral
1183,unit unit million mile flier embarrass ask long ago launch,neutral
1184,southwest southwestair travel savannah airlin luv go fli savannah pleeeeas,neutral
1185,airway usairway yes lost whole day frustrat poor custom servic,negative
1186,southwest southwestair glad guy busi class competitor spiritairlin,positive
1187,unit unit unit unabl look flight reserv passeng name yyz check counter wow smh customerservic,negative
1188,unit unit flight attend extrem help woman hard time walk touch,positive
1189,airway usairway hold hour cancel flight flight understand delay understand auto reflight book problem tuesday help,negative
